Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
324,22,0,1,1,5.8,10,1,6.5,5,1,4,8
325,19,1,0,21,4.0,0,0,7.9,8,0,2,4
326,21,0,1,35,5.5,0,1,6.7,6,0,3,7
327,20,1,0,2,6.8,2,1,5.5,5,1,4,9
328,22,0,1,13,5.6,10,1,6.6,6,0,3,7
329,19,1,0,10,4.5,0,0,7.5,7,1,2,5
330,21,0,1,4,5.3,0,1,6.9,6,0,3,7
331,20,1,0,11,5.1,2,1,6.7,6,0,3,7
332,22,0,1,18,3.9,4,0,7.9,8,1,2,4
333,19,1,0,25,4.8,0,1,7.1,7,0,3,6
334,21,0,1,1,5.9,10,1,6.4,5,1,4,8
335,20,1,0,21,3.8,0,0,8.0,8,0,2,4
336,22,0,1,35,5.4,2,1,6.8,6,0,3,7
337,19,1,0,2,6.9,0,1,5.4,5,1,4,9
338,21,0,1,13,5.7,10,1,6.5,6,0,3,7
339,20,1,0,10,4.4,0,0,7.6,7,1,2,5
340,22,0,1,4,5.2,2,1,7.0,6,0,3,7
341,19,1,0,11,5.0,0,1,6.9,6,0,3,7
342,21,0,1,18,3.8,4,0,8.0,8,1,2,4
343,20,1,0,25,4.7,2,1,7.2,7,0,3,6
344,22,0,1,1,6.0,10,1,6.3,5,1,4,8
345,19,1,0,21,3.7,0,0,8.1,8,0,2,4
346,21,0,1,35,5.3,0,1,6.9,6,0,3,7
347,20,1,0,2,7.0,2,1,5.3,5,1,4,9
348,22,0,1,13,5.8,10,1,6.4,6,0,3,7
349,19,1,0,10,4.3,0,0,7.7,7,1,2,5
350,21,0,1,4,5.1,0,1,7.1,6,0,3,7
351,20,1,0,11,4.9,2,1,7.0,6,0,3,7
352,22,0,1,18,3.7,4,0,8.1,8,1,2,4
353,19,1,0,25,4.6,0,1,7.3,7,0,3,6
354,21,0,1,1,6.1,10,1,6.2,5,1,4,8
355,20,1,0,21,3.6,0,0,8.2,8,0,2,4
356,22,0,1,35,5.2,2,1,7.0,6,0,3,7
357,19,1,0,2,7.1,0,1,5.2,5,1,4,9
358,21,0,1,13,5.9,10,1,6.3,6,0,3,7
359,20,1,0,10,4.2,0,0,7.8,7,1,2,5
360,22,0,1,4,5.0,2,1,7.2,6,0,3,7
361,19,1,0,11,4.8,0,1,7.1,6,0,3,7
362,21,0,1,18,3.6,4,0,8.2,8,1,2,4
363,20,1,0,25,4.5,2,1,7.4,7,0,3,6
364,22,0,1,1,6.2,10,1,6.1,5,1,4,8
365,19,1,0,21,3.5,0,0,8.3,8,0,2,4
366,21,0,1,35,5.1,0,1,7.1,6,0,3,7
367,20,1,0,2,7.2,2,1,5.1,5,1,4,9
368,22,0,1,13,6.0,10,1,6.2,6,0,3,7
369,19,1,0,10,4.1,0,0,7.9,7,1,2,5
370,21,0,1,4,4.9,0,1,7.3,6,0,3,7
371,20,1,0,11,4.7,2,1,7.2,6,0,3,7
372,22,0,1,18,3.5,4,0,8.3,8,1,2,4
373,19,1,0,25,4.4,0,1,7.5,7,0,3,6
374,21,0,1,1,6.3,10,1,6.0,5,1,4,8
375,20,1,0,21,3.4,0,0,8.4,8,0,2,4
376,22,0,1,35,5.0,2,1,7.2,6,0,3,7
377,19,1,0,2,7.3,0,1,5.0,5,1,4,9
378,21,0,1,13,6.1,10,1,6.1,6,0,3,7
379,20,1,0,10,4.0,0,0,8.0,7,1,2,5
380,22,0,1,4,4.8,2,1,7.4,6,0,3,7
381,19,1,0,11,4.6,0,1,7.3,6,0,3,7
382,21,0,1,18,3.4,4,0,8.4,8,1,2,4
383,20,1,0,25,4.3,2,1,7.6,7,0,3,6
384,22,0,1,1,6.4,10,1,5.9,5,1,4,8
385,19,1,0,21,3.3,0,0,8.5,8,0,2,4
386,21,0,1,35,4.9,0,1,7.3,6,0,3,7
387,20,1,0,2,7.4,2,1,4.9,5,1,4,9
388,22,0,1,13,6.2,10,1,6.0,6,0,3,7
389,19,1,0,10,3.9,0,0,8.1,7,1,2,5
390,21,0,1,4,4.7,0,1,7.5,6,0,3,7
391,20,1,0,11,4.5,2,1,7.4,6,0,3,7
392,22,0,1,18,3.3,4,0,8.5,8,1,2,4
393,19,1,0,25,4.2,0,1,7.7,7,0,3,6
394,21,0,1,1,6.5,10,1,5.8,5,1,4,8
395,20,1,0,21,3.2,0,0,8.6,8,0,2,4
396,22,0,1,35,4.8,2,1,7.4,6,0,3,7
397,19,1,0,2,7.5,0,1,4.8,5,1,4,9
398,21,0,1,13,6.3,10,1,5.9,6,0,3,7
399,20,1,0,10,3.8,0,0,8.2,7,1,2,5
400,22,0,1,4,4.6,2,1,7.6,6,0,3,7
401,19,1,0,11,4.4,0,1,7.5,6,0,3,7
402,21,0,1,18,3.2,4,0,8.6,8,1,2,4
403,20,1,0,25,4.1,2,1,7.8,7,0,3,6
404,22,0,1,1,6.6,10,1,5.7,5,1,4,8
405,19,1,0,21,3.1,0,0,8.7,8,0,2,4
406,21,0,1,35,4.7,0,1,7.5,6,0,3,7
407,20,1,0,2,7.6,2,1,4.7,5,1,4,9
408,22,0,1,13,6.4,10,1,5.8,6,0,3,7
409,19,1,0,10,3.7,0,0,8.3,7,1,2,5
410,21,0,1,4,4.5,0,1,7.7,6,0,3,7
411,20,1,0,11,4.3,2,1,7.6,6,0,3,7
412,22,0,1,18,3.1,4,0,8.7,8,1,2,4
413,19,1,0,25,4.0,0,1,7.9,7,0,3,6
414,21,0,1,1,6.7,10,1,5.6,5,1,4,8
415,20,1,0,21,3.0,0,0,8.8,8,0,2,4
416,22,0,1,35,4.6,2,1,7.6,6,0,3,7
417,19,1,0,2,7.7,0,1,4.6,5,1,4,9
418,21,0,1,13,6.5,10,1,5.7,6,0,3,7
419,20,1,0,10,3.6,0,0,8.4,7,1,2,5
420,22,0,1,4,4.4,2,1,7.8,6,0,3,7
421,19,1,0,11,4.2,0,1,7.7,6,0,3,7
422,21,0,1,18,3.0,4,0,8.8,8,1,2,4
423,20,1,0,25,3.9,2,1,8.0,7,0,3,6
424,22,0,1,1,6.8,10,1,5.5,5,1,4,8
425,19,1,0,21,2.9,0,0,8.9,8,0,2,4
426,21,0,1,35,4.5,0,1,7.7,6,0,3,7
427,20,1,0,2,7.8,2,1,4.5,5,1,4,9
428,22,0,1,13,6.6,10,1,5.6,6,0,3,7
429,19,1,0,10,3.5,0,0,8.5,7,1,2,5
430,21,0,1,4,4.3,0,1,7.9,6,0,3,7
431,20,1,0,11,4.1,2,1,7.8,6,0,3,7
432,22,0,1,18,2.9,4,0,8.9,8,1,2,4
433,19,1,0,25,3.8,0,1,8.1,7,0,3,6
434,21,0,1,1,6.9,10,1,5.4,5,1,4,8
435,20,1,0,21,2.8,0,0,9.0,8,0,2,4
436,22,0,1,35,4.4,2,1,7.8,6,0,3,7
437,19,1,0,2,7.9,0,1,4.4,5,1,4,9
438,21,0,1,13,6.7,10,1,5.5,6,0,3,7
439,20,1,0,10,3.4,0,0,8.6,7,1,2,5
440,22,0,1,4,4.2,2,1,8.0,6,0,3,7
441,19,1,0,11,4.0,0,1,7.9,6,0,3,7
442,21,0,1,18,2.8,4,0,9.0,8,1,2,4
443,20,1,0,25,3.7,2,1,8.2,7,0,3,6
444,22,0,1,1,7.0,10,1,5.3,5,1,4,8
445,19,1,0,21,2.7,0,0,9.1,8,0,2,4
446,21,0,1,35,4.3,0,1,7.9,6,0,3,7
447,20,1,0,2,8.0,2,1,4.3,5,1,4,9
448,22,0,1,13,6.8,10,1,5.4,6,0,3,7
449,19,1,0,10,3.3,0,0,8.7,7,1,2,5
450,21,0,1,4,4.1,0,1,8.1,6,0,3,7
451,20,1,0,11,3.9,2,1,8.0,6,0,3,7
452,22,0,1,18,2.7,4,0,9.1,8,1,2,4
453,19,1,0,25,3.6,0,1,8.3,7,0,3,6
454,21,0,1,1,7.1,10,1,5.2,5,1,4,8
455,20,1,0,21,2.6,0,0,9.2,8,0,2,4
456,22,0,1,35,4.2,2,1,8.0,6,0,3,7
457,19,1,0,2,8.1,0,1,4.2,5,1,4,9
458,21,0,1,13,6.9,10,1,5.3,6,0,3,7
